Trace,VG,ID
116,+1.160000E+000,+3.720670E-005
117,+1.170000E+000,+3.797000E-005
118,+1.180000E+000,+3.870370E-005
119,+1.190000E+000,+3.948640E-005
120,+1.200000E+000,+4.025310E-005
121,+1.210000E+000,+4.098420E-005
122,+1.220000E+000,+4.171660E-005
123,+1.230000E+000,+4.246480E-005
124,+1.240000E+000,+4.322930E-005
125,+1.250000E+000,+4.395480E-005
126,+1.260000E+000,+4.471260E-005
127,+1.270000E+000,+4.541810E-005
128,+1.280000E+000,+4.616040E-005
129,+1.290000E+000,+4.684790E-005
130,+1.300000E+000,+4.753930E-005
131,+1.310000E+000,+4.822520E-005
132,+1.320000E+000,+4.891940E-005
133,+1.330000E+000,+4.963890E-005
134,+1.340000E+000,+5.033020E-005
135,+1.350000E+000,+5.100440E-005
136,+1.360000E+000,+5.164150E-005
137,+1.370000E+000,+5.231630E-005
138,+1.380000E+000,+5.298820E-005
139,+1.390000E+000,+5.363490E-005
140,+1.400000E+000,+5.426390E-005
141,+1.410000E+000,+5.489080E-005
142,+1.420000E+000,+5.553380E-005
143,+1.430000E+000,+5.619330E-005
144,+1.440000E+000,+5.680760E-005
145,+1.450000E+000,+5.742390E-005
146,+1.460000E+000,+5.802790E-005
147,+1.470000E+000,+5.863680E-005
148,+1.480000E+000,+5.920030E-005
149,+1.490000E+000,+5.981400E-005
150,+1.500000E+000,+6.038780E-005
