Trace,VG,ID
96,+9.600000E-001,+1.860580E-005
97,+9.700000E-001,+2.006410E-005
98,+9.800000E-001,+2.151780E-005
99,+9.900000E-001,+2.295740E-005
100,+1.000000E+000,+2.440540E-005
101,+1.010000E+000,+2.586960E-005
102,+1.020000E+000,+2.743170E-005
103,+1.030000E+000,+2.891750E-005
104,+1.040000E+000,+3.034910E-005
105,+1.050000E+000,+3.191360E-005
106,+1.060000E+000,+3.342240E-005
107,+1.070000E+000,+3.503160E-005
108,+1.080000E+000,+3.661050E-005
109,+1.090000E+000,+3.816910E-005
110,+1.100000E+000,+3.972650E-005
111,+1.110000E+000,+4.126550E-005
112,+1.120000E+000,+4.288230E-005
113,+1.130000E+000,+4.443610E-005
114,+1.140000E+000,+4.600910E-005
115,+1.150000E+000,+4.756640E-005
116,+1.160000E+000,+4.916010E-005
117,+1.170000E+000,+5.071770E-005
118,+1.180000E+000,+5.228960E-005
119,+1.190000E+000,+5.385400E-005
120,+1.200000E+000,+5.542010E-005
121,+1.210000E+000,+5.692940E-005
122,+1.220000E+000,+5.845950E-005
123,+1.230000E+000,+5.999290E-005
124,+1.240000E+000,+6.151720E-005
125,+1.250000E+000,+6.296930E-005
126,+1.260000E+000,+6.443290E-005
127,+1.270000E+000,+6.587530E-005
128,+1.280000E+000,+6.727910E-005
129,+1.290000E+000,+6.873150E-005
130,+1.300000E+000,+7.013980E-005
131,+1.310000E+000,+7.150880E-005
132,+1.320000E+000,+7.292410E-005
133,+1.330000E+000,+7.431790E-005
134,+1.340000E+000,+7.566350E-005
135,+1.350000E+000,+7.702940E-005
136,+1.360000E+000,+7.839580E-005
137,+1.370000E+000,+7.969670E-005
138,+1.380000E+000,+8.101010E-005
139,+1.390000E+000,+8.231050E-005
140,+1.400000E+000,+8.358550E-005
141,+1.410000E+000,+8.486660E-005
142,+1.420000E+000,+8.616170E-005
143,+1.430000E+000,+8.742670E-005
144,+1.440000E+000,+8.866150E-005
145,+1.450000E+000,+8.988220E-005
146,+1.460000E+000,+9.110100E-005
147,+1.470000E+000,+9.229180E-005
148,+1.480000E+000,+9.351940E-005
149,+1.490000E+000,+9.469790E-005
150,+1.500000E+000,+9.581190E-005
